Station_Name,Longitude,Latitude,Street_Address
SWWA JATC TRAINING CTR #1,-122.475281,47.226925,3001 S 36th St
MADISON MARQUET STATION 6,-122.33528,47.612478,600 Pine St
NW WA JATC CARPORT #1,-122.333504,48.399143,306 Anderson Rd
ISSAQUAH ZHOME #1,-122.018089,47.544483,970 NE High St
UWO MAIN CAMPUS WESTERN U-2,-81.276064,43.003522,1255 Western Rd
LETHBRIDGE MITS LEVEL 2,-112.789436,49.695569,3401 4 Ave S
BENNY&CO. ST BASILE 1,-73.289725,45.528893,183 Boul Sir-Wilfrid-Laurier
VOLK GROUP DC FAST 01,-80.103802,43.939504,633222 ON-10
SSC SKY SOLAR 2,-79.364903,43.86183,275 Renfrew Dr
MTOCP HWY 2 HWY 401 2,-76.139646,44.340527,391 ON-2
MTOCP 400&INNISFIL 2,-79.675459,44.286148,3308 Innisfil Beach Rd
MTOCP QEW & ONTARIO 2,-79.475526,43.188321,QEW
MTOCP 401 & GUELPH 1,-79.988876,43.489278,ON-401
STATION 1 EVSE 1,-114.032432,50.988705,150-190 Glendeer Cir SE
MTOCP 417 & OTTAWA 1,-76.324173,45.421679,348 Keatley Rd
MTOCP 115 & PTBO10 2,-78.464407,44.187423,919 Syer Line
MTOCP HWY 2 HWY 401 1,-76.139759,44.340499,388 ON-2
CSOB NEW STATION,-77.78015,48.106006,500 6e Avenue
CITYOFVANCOUVER MAINLAND2,-123.119261,49.276923,#120 - 280 Nelson St
SARNIA IEM LOT,-82.298514,42.982395,2109 London Line
UHEALTH2101 UHEALTHCENTRE,-79.26844,43.789101,2101 Brimley Rd
CITY RICHMOND CAMBIE,-123.082407,49.184032,12800 Cambie Rd
CITY RICHMOND STEVESTON,-123.177758,49.125288,4111 Moncton St
CITY RICHMOND CITY HALL,-123.137629,49.163892,6911 No. 3 Road
CITY RICHMOND THOMPSON,-123.166641,49.163755,5151 Granville Avenue
SE OFFICE SIGNATURE ELEC,-79.33543,43.821869,Unit 1 - 400 Esna Park Dr
YELLOWKNIFE YELLOWKNIFE-1,-114.376729,62.453341,4909 53 St
CITY RICHMOND MCAL 1,-123.146545,49.163036,7191 Granville Avenue
TELUS TELUS-8885-SL1,-73.737883,45.492371,8803 Rte Transcanadienne
TELUS TELUS-8885-SL2,-73.738688,45.49251,8885 Rte Transcanadienne
PORT 1 SANDMANHAM1,-79.755773,43.244064,560 Centennial Parkway North
SPMC NANAIMO TC,-124.030056,49.220347,4595 Uplands Dr
DECARIE DC FAST 01,-73.660441,45.500342,8255 rue bougainville
MARC LACHAINE MITSU EVSE DUAL,-73.420907,45.764479,855 Rue Notre-Dame
PHEV CHARGER CPL2 DUAL MITSU,-81.275276,42.92584,1629 Wharncliffe Rd S
PHM STATION PER HON MAY 1,-79.792072,43.75782,30 Ace Dr
RDL MITSUBISHI GATEWAY2,-69.560596,47.817782,16 Rue Roland-Roussel
COLBOURNE ST #1 CP EVSE 1,-76.248496,44.900073,Colbourne St
MOI 667 EXETER RD 1,-81.223598,42.923273,667 Exeter Rd
MOI 20 ONTARIO RD 2,-81.131831,44.138567,6-30 Ontario Rd
HUBCITYVW LEVEL 2 STATION,-122.741833,53.906749,1822 Queensway
NORDENVW STATION1,-113.575466,53.598776,14703 137 Ave NW
RIMOUSKI MITSU RIMOUSKI MITSU,-68.50704,48.461465,200 Avenue Léonidas S
STEELE MITSUBI CPF25SHOPCHARGE,-63.618749,44.663302,3681 Kempt Rd
STATION 1695 NVM EVSE SHOP,-123.117182,49.323725,1695 Marine Dr
MITSCHARGE CPF25 EVSE,-79.450374,46.287153,202 Lakeshore Dr
UOIT SIRC3,-78.898493,43.947791,40 Conlin Road
CAPILANO UNIVER LOT 3 NUMBER 2,-123.020639,49.319354,Skeena Rd
MISTU 1 BANK ST MITSU,-75.641467,45.354621,2565 Bank St
MTOCP HGP & HOWARD 2,-82.995019,42.226869,2551 Howard Ave Diversion
MAISON MITSUBISHI,-72.219107,48.496588,62 Boulevard de l'Anse
EXTERIOR GW L2 EVSE,-114.000252,51.076234,2620 A Barlow Trail NE
DC FAST STATION 01,-71.164515,46.782523,5303 Rue Louis-H.-La Fontaine
APQ TERMINAL,-71.200711,46.816573,84 Rue Dalhousie
APQ ST-ANDRE,-71.203994,46.817043,80 Quai Saint-André Stationnement
UFV EV STATION UFV AB C LOT 1,-122.284682,49.028388,33844 King Rd
MID NORTH MITSU EVSEREPAIRSHOP,-80.92002,46.497926,2100 Kingsway
CLIENT1 CPF25 SHOPFLOOR,-73.627482,45.715271,1100 Chemin du Coteau
SHOW ROOM REPAIRSHOPBORNE,-78.105762,48.560985,6 4e Rue E
RIOCAN STATION 1,-79.687645,43.461459,240 Leighland Ave
RIMAR VW CPE100,-73.586555,45.583421,5500 metropolitain est  5500 metropolitain es
RICHMONDSALES RICHMONDHONDA,-123.076839,49.173016,13600 Smallwood Pl
GRANBY MITSUBISHI,-72.787275,45.421781,1332 Rue Principale
2 RIVER GREEN EV2,-123.149696,49.175779,6611 Pearson Way
NEDCO PR GEORGE,-122.788399,53.900075,3596 Massey Dr
BROSSARD MITSUB DUAL EVSE,-73.475597,45.434964,9405 Boulevard Taschereau
CITYOFVANCOUVER EMPIRE DCFC1,-123.033825,49.28147,3311 E Hastings St
CHARGEPOINT 001 CPF1,-79.614678,43.652516,2090 Matheson Blvd E
VANCOUVER INTL STB-EV-01-02,-123.169178,49.18089,4430 Cowley Crescent
TSAWWASSEN COMM S4 STATION 1,-123.085671,49.042086,4949 Canoe Pass Way
MTOCP 401 & TOWN LN 1,-80.282067,43.42035,108 Lake Rd
TSAWWASSEN COMM G5 STATION 1,-123.088979,49.041819,Salish Sea Dr
BRUCE COUNTY STATION 1,-81.15259,44.120061,30 Park Street
WATERLOO WTSN LOT,-80.524797,43.464447,48 ERB STREET WEST
PHARMASAVE 45 ARTHUR ST W,-80.455763,44.56319,45 Arthur St W
DONNELLY MITSU DUAL EV CHARGER,-75.920795,45.309501,490 Terry Fox Dr
GARAGE RPF HQ PUBLIC,-79.791663,43.356812,3330 Harvester Rd
NOVA CENTRE STATION 6,-63.575052,44.646705,1695 Grafton St
NOVA CENTRE STATION 5,-63.575044,44.646682,1671 Market St
NORQUEST STATION 1,-113.506256,53.543564,10215 108 St NW
CITY RICHMOND FIREHALL 1,-123.147253,49.163391,6960 Gilbert Rd
MARCELLO MOUNTAIN MITSU,-79.89479,43.200968,1660 Upper James St
CLIENT1 GATEWAY 1,-73.649565,45.708572,1095 Chemin du Côteau
CLIENT2 GWD1,-74.000161,45.746516,14160 Route Sir Wilfrid Laurier
MAIN STATION PETER MITSU CT4,-78.38361,44.272428,2017 Lansdowne St
MITSUBISHI ALMA JEAN DUMAS,-71.653723,48.52318,1840 Avenue du Pont S
CLIENT3 BOISVERT MITSU,-73.848021,45.653407,434-442 QC-117
HAMEL BMW STATION 1 DC,-73.885426,45.660207,620 Boulevard de la Seigneurie O
DIXIE M DIXIE MITSU,-79.637179,43.644343,Kamato Rd
NANAIMO MITS NANAIMO MITSU 1,-124.001983,49.203752,2595 Bowen Rd
WOLFE MITSU WOLFE MITSU,-122.686525,49.105909,19372 Langley Bypass
EXTERIEURAVANT STATION1,-71.199881,46.768071,1 Chemin des Îles
MITSUBISHI VICT VICTORIAVILLE M,-71.965191,46.066933,399 Boulevard des Bois Francs N
TRIDEL EV 4800 DUFFERIN,-79.469867,43.778381,4800 Dufferin St
NOSM EAST 1,-80.963995,46.463895,1360 S Bay Rd
SURREY MITS STATION 1,-122.839696,49.191299,13820 104 Ave
GARAGE LOT#5-391BRANT,-79.79739,43.326032,391 Brant Street
FRONT AND REAR LEVEL 3 CHARGER,-123.37332,48.450276,3329 Douglas St
HUBCITYVW DC FAST CHARGE,-122.741916,53.907088,1856 Queensway
DRIVE THRU CPE100STATION 1,-113.997695,50.949534,11527 29 St SE
VIC MITS MAIN VICTORIA MITSU,-123.372797,48.451696,3342 Oak St
MITSUBISHI CT4K,-72.975085,45.60641,4885 Boulevard Laurier O
STATION EXTéRNE EVSE 1,-73.2063,45.314323,127 Route 104
MONDOU STE MITSU DUAL,-73.897508,45.574458,292 Rue Dubois
T-R MITSUBISHI T R MITSUBISHI,-72.600967,46.328041,3095 Boulevard Saint-Jean
LOCH LOMOND LOCH LOM MITSU,-65.9914,45.304418,1263 Loch Lomond Rd
STATION ARRIERE JOLIETTE MITSU,-73.419987,46.065939,595 Rte 131
STATION 1 CT4K,-77.426348,44.14063,714 Dundas St W
VALLEYFIELD GATEWAY1,-74.101945,45.272609,2915 QC-201
STATIONNEMENT CT4K,-73.41555,45.571339,1541 Rue Ampère
DEALERSHIP80423 GW1 DUAL T B M,-89.256877,48.414861,872 Copper Crescent
MOI 623 JAMES ST,-89.291752,48.37618,623 James St S
CNV CENTENNIAL 1,-123.071657,49.33101,2392-2426 Lonsdale Ave
CNV CITY HALL,-123.074707,49.320863,1301-1309 Civic Place Mews
29 CITE CT4021,-74.028305,45.413216,29 Boulevard de la Cité-des-Jeunes
BORNE  80103 QUEBEC MITSU,-71.2749,46.827927,1000 Boulevard Pierre-Bertrand
STE-FOY MITSU STE-FOY MITSUBI,-71.318089,46.793071,2830 Rue Einstein
SALESANDSERVICE CT4K,-79.44503,43.901865,11262 Yonge St
STATION 1 DRIVE THRU,-71.15127,46.790029,6101 Rue des Moissons
BORNES DC FAST CHARGER,-74.097042,45.272667,3399 Boulevard Monseigneur-Langlois
EAST WALL STATI CPF25,-80.980794,44.557979,202343-202455 ON-21
MITSUBISHI PEMB OUTSIDE CHARGER,-77.209406,45.854004,1912 Petawawa Blvd
REGENERATE GATEWAY1,-79.191543,43.800387,11 Auto Mall Dr
SHOP STATION CT4000,-79.63608,43.644395,5500 Dixie Rd
STATION CPF25,-79.720672,43.429637,1355 North Service Rd W
VW POPULAR CPF25,-73.591299,45.530729,5441 Rue St-Hubert
PUBLIC VWR CPE100,-68.498218,48.451928,379 Boulevard Arthur-Buies E
CALEDON OLD CHURCH RD,-79.857778,43.875621,6311 Old Church Rd
ECCC CCIW-01,-79.801561,43.299811,867 Lakeshore Rd
BORNE MITSU SAGUENAY,-71.109087,48.385572,1147 Boulevard du Royaume O
WAVERLEY MITSUB WAVERLEY MITS,-97.183431,49.814967,300-1717 Waverley St
MISSION GROUP UTHREESTATION 1,-119.399004,49.934481,881 Academy Way
PARKING SERVICE WOODROFFE 1,-75.75454,45.348724,Tower Rd
ACTION MITSUBIS CT4K,-73.384882,45.487156,2901 Boulevard Moïse-Vincent
PUBLIC LALLIER 40-640,-73.50673,45.71537,215 Rue des Migrateurs
VICTORIA TER GATEWAY,-79.675344,43.438119,134 Lakeshore Rd W
MINI YALETOWN STATION 1,-123.086393,49.269811,790 Terminal Ave
CAPITAL CAPITAL HONDA,-63.159098,46.267103,50 Lower Malpeque Rd
STOUFFVILLE HON CT4KGW1,-79.28084,43.97025,35 Automall Blvd
ERIN MILLS MITS GW1,-79.677145,43.528922,2477 Motorway Blvd
KINGSTON VW CPE100,-76.569503,44.238125,1670 Bath Rd
STJAMESVW CPE100,-97.203988,49.896533,670 Century St
COWELL VW CT4020 (AC),-123.078042,49.172205,13611 Smallwood Pl
STATION 1 FAST CHARGER,-123.021904,49.266351,3715 Lougheed Hwy
MYERSVW CPE100 STATION,-75.931998,45.293911,2500 Palladium Dr
CALEDON BOLTON DWT LOT,-79.739931,43.879808,10 Sterne St
LEAVENS VW LEAVENSVWCPF25,-81.151485,43.013837,1371 Driver Ln
SAGUENAY CPE100 -DROITE,-71.106787,48.396457,1910 Boulevard Saint-Paul
COMPLEXE 440 VW DC CHARGER,-73.681159,45.611786,3902 Desserte S Autoroute 440
BARRIE VW STATION 01,-79.692723,44.359327,60 Fairview Rd
STATION 1 CT4000,-79.427124,44.050943,16885 Leslie St
29 CITE CPE100,-74.028376,45.413179,29 Boulevard
KNIGHT VW CPE100,-97.147976,49.862439,660 Pembina Hwy
STATION 1 BLVD. CT4010,-79.67741,43.530584,2420 Motorway Blvd
SAGUENAY ALMA CPE100,-71.645322,48.540132,665 Avenue du Pont S
STCONSTHONDA GATEWAY1,-73.5681,45.387572,270 Voie de Desserte de la Route 132
CHAGNON HONDA L2 SINGLE PORT,-72.823671,45.428162,1711 Rue Principale
VAUDREUILHONDA EVSE0001,-74.019683,45.415244,9 boul. De La Cite-Des-Jeunes
PENTICTON PENTI HONDA CP,-119.601123,49.485865,510 Duncan Ave W
ENCORE HONDA CT4K-GW1,-73.7233,45.345468,266 Boulevard Saint-Jean-Baptiste
IKEA HALIFAX STATION 2,-63.557359,44.711987,645 Cutler Ave
COMPLEXE 440 VW TYPE 2 CHARGER,-73.681226,45.611687,440 Desserte S Autoroute 440
AUTOMOBILES NIQ CT4000,-73.345715,45.512898,1905 Boul Sir-Wilfrid-Laurier
DRUMMOND VOLKS TECH CHARGER,-72.52226,45.892611,1500 Boulevard René-Lévesque
VWDS CPF25,-73.790342,45.478546,2311 Place Transcanadienne
BORNES LANGLOIS CPF 25 NGW,-71.10529,46.906861,6090 Boulevard Sainte-Anne
VOLKSWAGEN LAUR CPE100,-74.02263,45.771537,85 Rue John F. Kennedy
GIROUX MITSU MITSU GIROUX,-74.283148,46.050082,76 Rue Préfontaine E
CARTER GM NORTH CARTER GM N SHR,-123.095693,49.316483,800 Automall Dr
GRANBYVW CT4000,-72.769639,45.419703,1133 Rue Principale
E GOLF STATIONS CPE100,-79.315146,43.725419,1-15 Mobile Dr
VW STATION CPE100,-73.420554,46.062319,558 Route 131
YORKDALE VW YORKDALECPE100,-79.457607,43.733062,600 Wilson Ave
CALGARY BMW STATION 1 DC,-114.032912,50.985208,34 Heritage Meadows Rd
STATION 1 CPE100,-73.760706,45.565924,3409 Avenue Jean-Béraud
VW ST HYACINTHE CT4010,-72.975957,45.637493,5705 Avenue Trudeau
STATION CPE100,-73.62048,45.723445,118 Montée Masson
UWO MAIN CAMPUS WIRB,-81.271064,43.011838,301 Perth Dr
SMITHERS 3743,-127.169928,54.779445,3767 Second Ave
SHOWROOM MOUNTAINHYUNDAI,-79.894933,43.198301,1749 Upper James St
CHARGEPOINT 001 GATEWAY2,-79.694504,43.616573,6097-6107 Belgrave Rd
VW MIDTOWN MIDTOWNCT4000,-79.304749,43.779999,3450 Sheppard Ave E
KRP PROPERTIES 2500 SOLANDT RD,-75.909103,45.346842,2500 Solandt Rd
KRP PROPERTIES 515 LEGGET DR,-75.916387,45.346801,515 Legget Dr
VW CHARGERS CPE100,-122.795686,49.197706,15383 Guildford Drive
E GOLF STATIONS CT4000,-79.315289,43.725403,1695 Eglinton Ave E
GOLD KEY VW GKLVW FAST,-122.681572,49.109602,19545 BC-10
STATION 1 CPE100,-73.562625,45.386997,210 QC-132
SERVICE DEPT CPE100,-122.820812,49.278537,2555 Barnet Highway
DC FAST DC FAST 01,-71.16523,46.780249,5225 Rue Louis-H.-La Fontaine
PERF BMW CANADA DC FAST 01,-79.24995,43.179867,266 Lake St
KRP PROPERTIES 50 HINES RD,-75.921466,45.344024,50 Hines Rd
ADELAIDE DC SUPERCHARGER,-79.364432,43.653539,550 Adelaide St East
STATION CPE100,-79.794077,43.758114,15 Coachworks Cres
VWO1 CPE100,-75.739306,45.463508,850 Boulevard Saint-Joseph
BYTEK VW CPE100,-75.633603,45.418381,1325-1337 Ottawa Regional Rd 26
GVW CPE100,-80.30305,43.54775,359 Woodlawn Rd W
SHERBMITS SHERBROOKEMITSU,-71.988217,45.370365,4900 Boul Bourque
COLLINGWOOD HYUNDAI,-80.189071,44.49813,10109 ON-26
BORNE 1 J SCOTTI MITSU,-73.600199,45.573495,4330 Rue Jarry E
EVDC PLUGNDRIVE DISCOVERY1,-79.475913,43.767519,1126 Finch Ave W
VW RICHMOND HIL CT4000,-79.440282,43.882002,10440 Yonge St
MOI 189 RED RIVER,-89.21933,48.434014,189 Red River Rd
STATION 1 CT4010,-73.761172,45.565759,2475 Boulevard Chomedey
SALES LOT CPF25-1,-123.024187,49.262539,2395 Boundary Rd
PETER K RIOCAN Y&S 2,-79.410395,43.762313,4841 Young St
SERVICE DEPT CT4021,-122.820333,49.278477,2555 Barnet Hwy
EV1 CVVW01,-124.990791,49.696544,401 Ryan Rd
ARBORA ARBORA 14,-73.562442,45.492384,319 Rue de la Montagne
STATION 1 LEVEL 2,-123.021436,49.266172,3775 BC-7
ARBORA ARBORA 05,-73.562431,45.492369,313 Rue de la Montagne
REXDALEHYUNDAI CPF1,-79.57809,43.713868,248 Rexdale Blvd
COURTYARD STATION1,-79.712805,43.639867,290 Derry Rd W
SHOP STATION1,-122.856807,49.232846,1288 lougheed highway
SUDBURY HYUNDAI HYUNDAI CT4KD,-80.959143,46.501859,1150 Kingsway
8800 DUFFERIN GATEWAY1,-79.480791,43.829979,8800 Dufferin St
MISSIONDISTRICT LEISURE CENTER,-122.306999,49.141458,7650 grant street
MISSIONDISTRICT WELTON BUILDING,-122.305082,49.135221,33178-33212 2nd Ave
MISSIONDISTRICT MUNICIPAL HALL,-122.283225,49.158829,8645 Stave Lake St
CHARGE STATION STATION 1,-79.816169,43.338781,2024 Plains Rd E
ADELAIDE CT4000,-79.364467,43.653521,550 Adelaide St E
GOLD KEY VW GKLVW MEDIUM,-122.681877,49.109536,19517-19545 BC-10
YORKDALE VW YORKDALECT4000,-79.457569,43.732962,600 Wilson Ave
STRATFORD MARKET PLACE,-80.981944,43.36961,361 Market Pl
VW STATION CT4000,-73.421184,46.06218,558 Rte 131
CAMBRIDGE VW CAMBRIDGECT4000,-80.321159,43.38783,275 Hespeler Rd
PINEVIEW HYUNDA GATEWAY1,-79.549388,43.789478,3790 York Regional Rd 7
"GTAA TRCA T3-3-L2-9,10",-79.618187,43.685926,47 Silver Dart Dr
"GTAA TRCA T1-4-L2-1,2",-79.61214,43.682482,5990 Airport Rd
FLEETCARMA CHARGEPOINT,-80.512186,43.450632,137 Glasgow St
LODGING OVATION FIRST TRACK 1,-122.989578,50.093442,2202 Gondola Way
LODGING OVATION EVOLUTION 1,-122.988901,50.095955,2020 London Ln
LODGING OVATION LEGEND-1,-122.988822,50.094601,2036 London Ln
LEVEL 2 SINGLE LVL2 SINGLE,-75.495664,45.459108,4289 Innes Rd
EV DUAL CHARING STATION 3,-114.074211,51.046435,707 5 St SW
PSMH PARKADE PSMH2,-123.159737,49.33083,1577-1743 Esquimalt Ave
CHC-1 STATION2,-76.196829,45.227428,"16 Main St, West"
BMW CANBEC BMW CANBEC,-73.645863,45.500244,4090 Rue Jean-Talon O
YPK STATION 1,-122.703888,49.210787,18799 Airport Way
GG TRAVEL PLAZA STATION 2,-79.735248,44.806177,35 Lone Pine Rd
KINGSCROSS GATEWAY,-79.285238,43.727868,1951-1957 Eglinton Ave E
GTAA TRCA CL-L3-2,-79.617187,43.691183,2-3 Network Rd
GTAA TRCA ABL-L3-1,-79.596028,43.66976,3063 Convair Dr
GTAA TRCA ABL-L3-5,-79.59609,43.669669,3061 Convair Dr
EAST&WEST GARAG E P1 SINGLE GW,-79.486408,43.724175,125 Sir William Hearst Ave
THE STATION STATION 1,-123.705737,48.777749,360 Duncan St
STATION 1 MEC LONDON,-81.225234,42.936993,1051 Wellington Rd
YORKDALE YORKDALE 1,-79.455823,43.724663,3401 Dufferin St
ARBORA STATION 6,-73.56231,45.492302,311 Rue de la Montagne
BC SUBURBAN NORTHGATE VLG,-122.893746,49.252697,3433 North Rd
CALEDON ABUCC,-79.735271,43.875927,150 Queen St S
PRINCE EDWARD STATION 1,-77.143285,44.008342,55 King St
EVCO EXETER TIMS L3,-81.483916,43.360462,153 Main St N
EVCO ARTHUR ARENA L3,-80.533725,43.836526,158 Domville St
EVCO COUNTRYCOURT L3,-79.98506,43.487736,35 Crawford Crescent
EVCO MISTER STEAK L3,-80.606473,43.229993,806607 Oxford Road 29
GOODLIFE STATION2-GW,-81.287814,42.986884,710 Proudfoot Ln
TSAWWASSEN COMM G2-STATION 2,-123.08628,49.042126,Canoe Pass Way
TSAWWASSEN COMM G3-STATION 3,-123.084134,49.042216,4949 Canoe Pass Way
WELCOME TGR-P1-2,-123.117799,49.28058,777 Richards St
STADIUM CARPARK STAD002,-113.529242,53.5256,116 Street 89 Ave NW
FONTANAMARKHAM STATION3,-79.336732,43.851948,99 S Town Centre Blvd
EVCO MT FOREST L3,-80.734227,43.981728,170 Main Street South
EVCO CLIFFORD LEVEL3,-80.977081,43.970459,2 Brown Street South
AIRPORT VILLAGE STATION1-GW,-119.387576,49.952626,5505 Airport Way
EVCO COUNTRYCOURT L2,-79.985076,43.487754,35 Crawford Crescent
EVCO MT FOREST L2,-80.734279,43.981699,170 Main Street South
OC CHARGERS HEARTLAND7-2,-79.700167,43.612652,800 Boyer Blvd
FIRST GULF CORP STATION 4,-79.36447,43.651493,351 King St E
SANCORA VICTORIA PLACE,-78.960845,43.958014,66 Baldwin St
WELCOME TGO-GATEWAY 2,-123.117007,49.280912,510 W Georgia St
RALLYE MITSUBIS GATEWAY1,-75.74307,45.475306,1235 Boulevard Saint-Joseph
FENGATE STATION STATION1315-GW,-79.674839,43.479471,1315 North Service Rd E
HILLCREST MALL NORTH,-79.434743,43.854918,9350 Yonge St
VISITOR CENTRE MUSEUM PARK,-123.640945,48.864954,8113 Queen St
BROOKFIELD PL STATION 1,-114.065689,51.047186,225 6th Ave SW
FENGATE STATION 2010WINSTON-GW1,-79.669761,43.506851,2010 Winston Park Dr
FENGATE STATION STATION2275-GW,-79.671622,43.504355,2275 Upper Middle East Road
WELCOME IRONWOOD 3,-123.099091,49.132231,11380 Steveston Hwy
EAST&WEST GARAG W P0 SINGLE GW,-79.489336,43.722896,1201 Sir William Hearst Ave
EDMONTON BMW CT4000,-113.441029,53.49365,7450 Roper Rd NW
GEORGIAN BMW STATION 01,-79.695962,44.35944,220 Essa Rd
180 WELLINGTON STATION1-GW,-79.385383,43.646361,180 Wellington St W
WATERLOO REGION CITYCENTER1,-80.519593,43.46373,100 Regina Street South
BEMA AUTOSPORT LEVEL 2,-106.65348,52.08803,607 Brand Ct
BIRCHWOOD BMW DUAL,-97.329081,49.882901,3965 Portage Ave
POLICARO BMW STATION 01,-79.794221,43.75817,Coachworks Cres
SW SMALL LOT STATION1-GW,-79.640305,43.595851,1 City Centre Dr
WATERLOO REGION 150 MAIN,-80.309705,43.360049,150 Main St
BMW QUEBEC STATION 01,-71.269911,46.829595,215 Rue Étienne Dubreuil
BMW MONCTON STATION 01,-64.695669,46.116116,733 Ferdinand Blvd
BMW AUTOHAUS STATION 01,-79.435985,43.794908,452-480 Steeles Ave W
BMW KINGSTON STATION 01,-76.552263,44.23799,1412 Bath Rd
OVERSEAS BMW STATION 01,-82.926549,42.313851,9425 Tecumseh Rd E
O'REGAN'S BMW STATION SA01,-63.607445,44.660168,3240 Kempt Rd
BMW GRAND RIVER STATION 01,-80.426565,43.47876,1800 Victoria Street N
PFAFF BMW STATION 01,-79.616164,43.633124,4505 Dixie Rd
PARKVIEW BMW PARVIEW BMW 01,-79.350302,43.72713,1155 Leslie St
BMW DILAWRI STATION 1,-104.608623,50.46776,700 Broad St
YORKDALE STATION 2,-79.449242,43.725866,1037 Yorkdale Rd
OC CHARGERS HEARTLAND2-1,-79.696084,43.61341,6055 Mavis Rd
OC CHARGERS HEARTLAND6-1,-79.692623,43.610204,5935 Mavis Rd
OC CHARGERS HEARTLAND5-1,-79.690626,43.608784,700 Matheson Blvd. West
OC CHARGERS HEARTLAND4-1,-79.688041,43.611535,5915 Rodeo Dr
OC CHARGERS HEARTLAND3-1,-79.689838,43.61472,5985 Rodeo Dr.
OC CHARGERS HEARTLAND1-2,-79.700189,43.611657,785 Britannia Rd. West
CWBP GATEWAY- 4621,-122.993876,49.255282,4621 Canada Way
Y&E P1 DUAL P1-1,-79.400004,43.707904,33-63 Orchard View Blvd
CITY OF SURREY GRANDVIEW POOL,-122.754806,49.046757,16855 24 Ave
SQUARE ONE EV 2,-79.643401,43.590949,100 City Centre Drive
ELEMENTS BFD STATION 1,-80.26546,43.136789,40 Icomm Dr
SHERATON YVR SHERATON YVR #3,-123.14317,49.17066,7373 Westminster Hwy
MORVEN CAMPUS COLLINGWOOD2,-123.120237,49.360128,Baden Powell Trail
WELCOME MASTER,-123.116244,49.281254,500-598 BC-99A
WELCOME TGO - NON GATE,-123.118519,49.280701,555 Robson St
FANSHAWE EV CCPV1,-81.121111,42.955107,2555 Bonder Road
CANADIAN TIRE SOUTH 3,-79.73923,43.853018,8400 Healey Rd
LIV 207 BELL 1. LIV EV STATION,-75.705385,45.406493,22 Arthur Ln N
COQUITLAM CITY HALL CP 1,-122.79318,49.284479,3000 Guildford Way
IESO IESO-2,-79.62762,43.486377,2635 Lakeshore Rd W
SECHELT WATER RES CTR,-123.759698,49.479533,5678 Surf Cir
CITYOFVANCOUVER TELUS_OAK49,-123.129038,49.226867,1025 W 49th Ave
LA CAGE LA CAGE,-73.446707,45.571381,1180 Place Nobel
BMW DILAWRI STATION 2,-104.608472,50.467776,1919 1st Ave
BMW LAVAL BMW LAVAL FAST,-73.761462,45.563978,2450 Boulevard Chomedey
BMW STE JULIE STE JULIE SA02,-73.340478,45.579336,1633 Boulevard Armand Frappier
POLICARO BMW FAST CHARGER 01,-79.79413,43.758363,5 Coachworks Cres
T+C BMW LEVEL 2 CHARGER,-79.306301,43.854028,8111 Kennedy Rd
GRENIER BMW SA01,-73.503736,45.717104,451 Rue des Migrateurs
BMW CANADA DC FAST,-79.381996,43.887427,50 Ultimate Dr
ENDRAS BMW STATION SA01,-79.009582,43.854065,100 Achilles Rd
PFAFF BMW STATION SA01,-79.615798,43.632997,4505 Dixie Rd
CITYOFVANCOUVER MPCC LOCAL,-123.100173,49.264131,1 Kingsway
KITCHENER CHARLES&BENTON;,-80.488598,43.448557,4 Charles Street East
CITYOFVANCOUVER HASTINGS1,-123.043495,49.286385,225 N Renfrew St
BMW SHERBROOKE STATION SA01,-71.980606,45.374874,4620 Boul Bourque
BUDDS' HAMILTON STATION SA01,-79.890124,43.206907,1471 Upper James St
BEAVERBROOKLIBR BEAVERBROOK 1,-75.895228,45.32199,2500 Campeau Dr
BMW CANADA EAST REG HQ 1,-73.76608,45.588658,2035 Boulevard Dagenais O
PAC PT MARKT EV 1,-124.520382,49.805369,7013 Thunder Bay St
SMART PARKING CHARGEPOINT W,-79.534107,43.82461,1 Bass Pro Mills Dr
SOUTHGATE1 SOUTHGATE,-113.514992,53.485106,4813-4835 111 St NW
CITY RICHMOND WYSOUTH PARKING,-123.165913,49.170578,5599 Lynas Ln
VISITOR CENTRE WATERWHEEL PARK,-123.717594,48.923626,9799 Waterwheel Crescent St
CITYOFVANCOUVER SUNSET RC1,-123.10009,49.222282,272 E 53rd Ave
GROUPE MACH STATION 1,-73.557395,45.500524,407 Rue McGill
BLU STATION 1,-123.113971,49.278308,"177 Robson St,"
STATION 1 CENTRAL CITY,-122.846692,49.185299,10153 King George Hwy
WELCOME THE LAUREN,-123.134226,49.28537,1061 Broughton St
PHSA CW DMCCC PHSA CW DMCCC,-123.125859,49.243095,4698 Oak St
AUTO WEST BMW SUTTON P. HOTEL,-123.124028,49.282937,845 Burrard St
CITYOFVANCOUVER BRITANNIA CNTR,-123.071247,49.276024,1001 Cotton Dr
GRENIER BMW STATION 2,-73.503844,45.717217,201 Rue des Migrateurs
GRENIER BMW STATION 01,-73.506462,45.714335,201 Rue des Migrateurs
BUDDS BMW STATION 01,-79.737234,43.411776,2430 S Service Rd W
CST CANADA CO ULT PDI 320,-73.817223,45.561203,2805-2809 Rue Étienne-Lenoir
111 DUNSMUIR 111 DUNSMUIR,-123.111165,49.280608,111 Dunsmuir Street
TRIOVEST EVSE 4,-123.008272,49.25882,4350 Still Creek Dr
